order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
a4f756cb-2428-4114-a80d-233d833cf530,536a5918-66b1-46ac-b454-c617e994bd31,Taylor Taylor,20e16e2a-701e-4ad0-a5b7-da89e92b3928,Textbook,Books,Internet Banking,8,184.82,2022-05-18 19:52:24,South Africa,Johannesburg,Myntra,9158e9b8-857d-4247-a224-906bb5749ad6,N,Payment gateway timeout
a07d8758-cbd6-4445-82a0-5b8551de645a,d3d408c0-f757-4dba-b197-cdf4b347dc6e,Matthew Rodriguez,e541f045-e2fa-45bc-aa8e-fd313087e6bd,Textbook,Books,Wallet,3,464.35,2020-03-14 02:33:05,Brazil,Fortaleza,eBay,fdfb0f6a-7588-493b-af27-ed2460c1e976,N,Wallet not authorized for transaction
ec8b01a7-f5aa-4803-bef0-1a5e00d3c9aa,a0d440af-44d3-4336-bc34-10dc61cce917,Maria Lane,07581e22-8100-4f82-b6c2-836099dcaa9e,Jacket,Clothing,UPI,5,414.32,2022-01-30 22:05:05,Japan,Osaka,Myntra,f49adaf5-6ba1-4f04-b121-028b062d2360,Y,
5fbe76c0-f557-4672-a8c8-c3f9df92c87a,58d4305b-af2a-41df-bd4e-bc5c73b3270d,Victoria Ellis,23775dba-4028-4c9c-bcd4-dbf6a90b8d6b,Sofa,Furniture,Internet Banking,9,416.04,2020-10-23 04:37:08,UK,Birmingham,Amazon,3101719d-a141-4200-b4dd-609b30bddd66,N,Incorrect login credentials
171bf0ce-cdf6-41b6-a205-3acd0baabec9,0517ba03-7ef2-413c-bdff-ee779ca7e02b,Evan Porter,2e433ee3-7cb5-48d5-b3ae-3e1ef539395c,Milk,Grocery,card,2,57.01,2022-06-20 14:35:59,UK,Birmingham,Amazon,b51e65bb-f5a1-48fa-90d9-03439eaf592e,Y,
c4e8d0e4-b959-45a9-89a2-f834460c3858,9abafe0c-22fb-4269-829c-4b825a7c4dda,Jennifer Cook,25101a9f-555f-422b-ab9a-18d6625fa02c,Biography,Books,Internet Banking,8,218.49,2023-10-16 10:44:49,South Africa,Cape Town,Myntra,3b74917c-c4a7-4248-8191-ff6a921dd25d,Y,
5036768a-8944-4e8d-b2e0-fe8a9501127f,43f669ae-0597-4661-9fc7-fd7e7be791b0,Allen Smith,29ce704c-9217-43fa-91dd-c90891c74996,Headphones,Electronics,card,7,473.35,2023-11-26 17:50:52,UK,Manchester,eBay,26db195e-c4f1-4eb6-b652-1493fa49c300,N,Invalid card details
44c3969d-02fa-4c87-b433-4b532e3d8bd1,7d2c59a9-5946-46a1-994b-6f5a97c9d74c,Nicholas Carlson,16eba5aa-abec-43df-b21d-d06414b5d7dd,Novel,Books,card,7,28.64,2024-02-22 09:05:59,Canada,Calgary,Meesho,28f57f80-315f-4e93-8efa-0aa059e94dde,Y,
4f53d8b9-8157-481e-883a-951b4735c543,96b9aa8b-0461-446a-a03a-1970a0a289da,Guy Clark,cf92d815-c34b-4bac-9f89-5cbd0fb51c1b,Bed,Furniture,card,9,121.82,2023-01-19 20:20:31,South Africa,Pretoria,eBay,95bf6830-0162-4d08-9b47-8e8a358cc8d0,Y,
f9df820f-ead6-452a-9ad9-8487719133f9,75101fc4-9f01-4f76-b03a-cdfb4ccb8e2e,William Ramsey,b9a98b8c-ba51-4844-98e1-8c26fd17dce0,Jeans,Clothing,card,7,339.15,2023-07-17 15:45:27,Brazil,Rio de Janeiro,Meesho,d850c604-4fa3-49b3-af94-b87516e2d614,N,Insufficient funds
b282fb27-6d63-4670-aaf0-5ac780dbea0b,b74f2d6e-273f-43eb-88f6-928f70aa1918,Anthony Cross,d55b62ba-cc02-46a7-9d70-ba958c8eaa13,Jeans,Clothing,Internet Banking,2,388.77,2020-04-15 14:35:48,UK,Liverpool,Meesho,03a0e59d-be79-4455-aac5-44a9c5dabff2,N,Incorrect login credentials
bc5e0dba-7f06-4db2-b24d-e3d940dc2f40,c6a9485e-14da-4543-aec1-5f614952ee5f,Mark Walker,57d85f77-bc09-4cbc-841d-9d4a433e34f8,Golf Club,Sports,UPI,5,376.2,2023-08-14 08:38:17,Australia,Perth,Flipkart,f2eedf50-6006-4d2c-be82-29cea97d66f5,Y,
19ed46f4-5e7d-492d-a8ba-4766926201f2,954836f6-5cbd-46eb-b327-2af5ef1f16f2,Brad Mclaughlin,260eab84-de71-4dd7-8bf6-26062ff05bac,Table,Furniture,UPI,6,161.73,2023-11-15 20:11:27,France,Toulouse,Amazon,6e75fd6f-e7b2-4e9c-89e6-f177f9feca20,N,Incorrect OTP
7199d21b-f283-4ac0-87ac-21fb4990c12d,af256fee-2a47-4069-ae89-55dfa3b1b6de,Sara Montoya,fa4be387-9017-4253-8556-8329a112b0de,Sofa,Furniture,Wallet,3,317.9,2024-03-11 11:41:05,Germany,Munich,Flipkart,4ddc8832-f330-4fae-bbc7-65cf36b45d1d,N,Wallet account blocked
09f9712c-422e-40ef-ba50-8856de4924e5,f4c3131d-7ea9-41f5-a31f-8748b6246ec2,Karen Hernandez,296e5ba9-1c72-4580-80ce-cd5a43574ed2,Sneakers,Clothing,Internet Banking,6,62.68,2021-01-12 04:19:36,France,Lyon,Amazon,a13c6801-cca0-4b2b-b77a-6affc61f9e5e,N,Exceeded transaction limit
387a1b90-899b-48f7-a858-d76206371ca0,590eec48-aeda-45ef-abca-c60571dc57d0,Michael Martinez,a4909876-f586-49f5-a79b-1910a832b47d,Eggs,Grocery,Internet Banking,2,361.89,2023-03-07 01:06:53,UK,Liverpool,Meesho,97ffcf44-021d-45f0-a94c-8d1b0796b6dd,Y,
1d7f2ac3-5d2d-4583-8916-593c310c12fa,b5ce1868-96af-4085-b611-a0e8ab61702b,Amber George MD,837e3c00-1234-473d-813c-0fa3b7d6c7cd,Dress,Clothing,Internet Banking,9,84.3,2022-12-11 07:53:02,India,Chennai,eBay,e1289680-e00d-45c3-be13-eb00b0c83d60,Y,
b05ba5e3-a98d-4b62-b93a-66c726190c65,63457e03-b415-4a3f-a45c-2398fc71a6b5,Kathleen Robinson,a18f43b8-55ce-4a2f-b6f1-2f0e3c9e26f2,Fruits,Grocery,Internet Banking,1,403.74,2023-09-01 13:25:30,Canada,Ottawa,Amazon,0ec6055b-73cd-42ec-bb92-09330d26912d,Y,
990ded04-5b84-41b0-baa1-e2ae926d14d0,19770299-cb3c-49d5-b8dd-36314a59a945,Lisa Wallace,4ce658e2-fc6d-40c8-9ff2-64cf4ad63a0c,Chair,Furniture,UPI,3,421.44,2020-05-11 07:49:11,UK,Birmingham,Meesho,5fc5fc4a-ed5e-4b53-957a-030631f992ae,N,Network issues
ffdcb35b-79e7-484d-98fe-338aa3b99fce,0b0cad86-3729-49b7-a769-b3c3c2a6c937,Mathew Johnson,0448cabe-0e24-4b4a-8119-6ddadfea4e7e,Vegetables,Grocery,Wallet,1,94.83,2021-01-02 14:43:35,Canada,Calgary,Amazon,7b76e125-2f51-4d1a-8d91-50517663f507,Y,
fce3729a-a550-48ce-addb-dd78af77bb73,b5653808-285e-4e90-b8bc-10357c143ac9,Caleb Walker,52e6e69e-e149-4051-982d-01b24f939c56,Table,Furniture,Internet Banking,8,74.39,2020-05-18 19:36:22,Germany,Munich,eBay,dbdf132a-2088-4b16-a5bf-e9ff27352407,Y,
cb8856a9-6416-4a27-b2a7-a8b712538bb0,a868fd26-76a9-495b-9783-9334e5f74266,Leah Bell MD,8dd23d50-f849-448e-8eb3-91feedff3911,Yoga Mat,Sports,Internet Banking,6,183.3,2022-06-11 21:34:24,India,Hyderabad,Amazon,4feff43f-237c-43a8-bd06-0a6072bb8eeb,Y,
76af54a9-7127-4524-a4e7-7c5602ba7eb3,729b6c17-69a0-4b57-b257-4af44deddd5f,Christian Palmer,d0945890-fd60-4d91-aa50-df9174b9333e,Bookshelf,Furniture,UPI,1,165.32,2024-02-14 04:04:39,UK,Liverpool,eBay,5f21456b-bb53-4756-beb4-179af7b5ed79,N,Incorrect OTP
2281eacb-4d08-48d2-8654-10c65d65b5d3,e4a410f4-d4de-4ece-91e0-0573c1c707f8,Taylor Robinson,5ba0ca0b-7f88-4023-a620-c40aa28387d4,Football,Sports,card,9,442.87,2021-07-06 08:13:59,South Africa,Johannesburg,Myntra,7f4aec61-93cf-44b6-aba7-798cc4f3b5f2,Y,
6a3a6845-c9c9-4bd9-902b-d1774f2aa291,09dbad73-8201-42de-a967-f2bc6c4de0af,Alejandro Crawford,e3984582-e84f-4df4-8a59-fefce6a64240,Bread,Grocery,UPI,4,246.56,2020-01-27 16:41:16,USA,Houston,Meesho,4c48df1e-5e18-4a03-acad-cb393f281c2a,Y,
221733d9-b7d8-4b03-9263-36d9f422d4f5,0b84fcfc-776f-4bcc-abc0-1a1c9a9e1e6f,Yesenia Walker,d2317bcd-3ade-40ee-a1ec-61261d19a3a7,Golf Club,Sports,Internet Banking,5,394.62,2023-12-24 04:23:21,Japan,Tokyo,eBay,26e5b126-a81b-4db2-b117-14a593577e70,N,Payment gateway timeout
befef48e-42f7-4a51-818e-cf4d3d4192d4,592a476a-4ee9-44fc-aaed-e05f6a49834e,Kevin Adams,80e13335-5c3b-4733-b7a3-206ed81fd493,Football,Sports,card,5,117.57,2022-10-19 23:51:46,USA,Phoenix,Myntra,c1266c35-5aa9-4129-967c-c3cefe64b1f9,Y,
99a49fa5-34bb-4f48-afed-2d22c0459146,53b0a7cf-9819-4195-81ff-db8a95830b26,Lisa Lam,acd8aec0-b932-48bd-83e3-b6d3363c643d,Table,Furniture,card,3,250.54,2022-04-07 12:35:54,UK,Birmingham,Flipkart,7528ad9a-1484-4bd4-a094-230b85ec4ead,N,Card expired
30ae5f70-e2c6-475a-9d28-bcef4a8bce37,e1185418-8c80-4669-bbbc-f6213fe6d82e,Samantha Martinez,d26f4980-13d7-4de6-b087-a4a30dda57af,Golf Club,Sports,UPI,2,229.09,2020-01-31 06:41:59,France,Lyon,eBay,a40d2f8d-6c4c-4e42-aef0-36f837f6a742,N,Network issues
37826303-d440-4ec7-962c-f1e87c011367,92c61d44-57d7-467f-86e0-eb52df17d458,Kara West,d5e5396b-f037-4590-9dd6-98ec45898686,Sneakers,Clothing,UPI,7,174.98,2023-02-21 08:33:38,Germany,Stuttgart,Flipkart,a701eab8-8cf8-4986-8643-d9b3332112b0,N,Network issues
d1d4cc6b-dba7-4c52-870a-b547a8e80386,2e4d85d2-b150-405a-a608-89208a5e898a,Steven Smith,0ad31f00-c29d-4b36-88a8-38f39b578be5,Sofa,Furniture,card,4,100.53,2023-09-11 03:28:14,France,Lyon,Flipkart,8514c5ae-6b02-40a5-af60-4328a7451616,N,Invalid card details
ff360c51-9077-4990-8a37-ef643970128f,26e59e75-16b3-41aa-a6ad-3ad3fee8213f,Brandon Craig,533381bc-647b-49d8-8943-aacec4422e14,Biography,Books,Wallet,1,176.34,2022-06-07 18:36:27,Australia,Brisbane,eBay,1a5b1ef8-7399-46d6-86fa-8678a921388e,N,Insufficient balance in wallet
4107d6bd-30f1-4a84-9e0b-658291669089,7e390aae-8c32-45e6-91f3-3236a86e9255,Bryan Smith,d3f2d0b4-9250-4afa-b698-343a897d0f42,Cookbook,Books,UPI,9,314.14,2024-06-16 19:29:45,France,Lyon,Myntra,846f07d9-0a24-45e5-938b-8ce1101d4f3e,N,Network issues
46186640-bee9-4fc1-8ebb-5cccecf2543e,5cc74d3e-c1ba-4305-b170-e954b9d6a8de,Felicia Miller,cd05cf61-1dc4-4bd8-8e5c-46b3d13e054d,Basketball,Sports,UPI,5,49.12,2022-01-23 05:28:48,France,Nice,Amazon,bd97e8e4-170d-4cb2-8259-64b00a83124e,Y,
60bda90c-0baa-4b51-b467-dc9d9019be69,d89834e6-9426-4866-a3fe-1eac0db3bee8,Chad Carter,f1d49197-e889-4d4f-af60-50ca0c994ba9,Novel,Books,card,5,249.1,2022-01-14 01:12:29,India,Hyderabad,Meesho,93de2db9-d2a2-4e12-a0d9-b5c7738cf166,Y,
eebeebcd-19d3-4f1d-87a6-6485874a1235,056bc198-87a8-4c1a-8d81-fc5f7155a94a,Brianna Rodriguez,0db59639-498b-4455-ae28-a40a96739a5a,Textbook,Books,Internet Banking,9,171.62,2021-07-07 07:34:42,USA,Los Angeles,eBay,2c460afd-6ccd-4593-8ec2-f976d7e26876,N,Payment gateway timeout
81ac2a0c-3887-4343-8055-5e3a901fe3c5,7c79b57b-b225-4229-b135-a6b22bb94133,Caitlin Snow,262cd6ca-e677-46b3-b584-e129b78e60cf,T-shirt,Clothing,Wallet,3,460.35,2023-03-18 20:52:37,Brazil,Salvador,Myntra,f96a278c-7e5c-4f36-afb3-6c61e5d8cec6,Y,
0cc283f6-8a9e-4cc4-a54c-356e7cc246b2,88979bec-b22e-4575-bdce-2ec20a01f05e,Danny Williams,6eb26179-d94f-4853-a987-8eb99482f001,Camera,Electronics,card,2,118.83,2020-09-03 13:12:27,India,Delhi,Myntra,29ac61c9-8afa-4554-a0dd-e30f0afe45b1,N,Insufficient funds
435003c9-4ab4-4c91-a397-1b3ad7777e03,f0bd0c14-eed5-48d6-98f6-c7244e8fff8d,Amy Vega,657a27ee-f24a-4124-b119-39a625d1961d,Biography,Books,Internet Banking,3,422.6,2024-09-26 14:15:52,France,Lyon,eBay,e2041a8e-6548-4ffa-9092-f44d68133e88,Y,
ed59afca-231b-43d8-871d-4bc0b30c8f44,16a56b3b-1bd0-4ea8-a186-1cad461bfb46,Dean Sherman DDS,babf139c-1f26-4b62-8b33-4d70af568fba,Cookbook,Books,card,9,154.36,2021-04-29 01:36:13,Germany,Hamburg,Meesho,1dd1d988-85e3-42ab-8d28-9addcfc3af59,Y,
b07e2cbd-54f1-4641-b470-5c2713332d3d,b99bd42f-81e7-4f08-9788-6c969b92cbf7,Michelle Chavez,a7232d7c-27b6-47bd-b078-f6175cdb63a8,Camera,Electronics,card,9,477.12,2022-09-03 19:20:29,India,Hyderabad,Flipkart,35c06e79-27e5-46cd-bd48-a6b6dca5b5a0,N,Fraud suspected
24c786a0-8f0b-41a8-9cb5-109413070204,10980f63-5db5-4965-a9e0-6fae0b0fa19d,Christina Pearson,0b8a3c2b-f2c3-457d-a811-a4000c3dc8c7,Bread,Grocery,UPI,6,145.95,2020-01-28 03:39:07,Germany,Munich,Meesho,be2fcce8-cf5c-424c-8770-c3e6082b8bc0,N,Incorrect UPI ID
8bb74eb7-8479-430d-93f9-fdd8f6cd58ae,4c804a07-b703-4cb4-9ca0-02fc234a060e,Ms. Andrea Day,957cc4a1-5322-4cc2-978b-9741e3ef7446,T-shirt,Clothing,Internet Banking,2,240.17,2023-05-29 09:38:42,UK,London,Meesho,2749cb70-492e-4b7b-ab39-1f38108edcec,Y,
cf3710c9-6028-4e76-b921-694629dcec26,e02aa62d-e322-4da0-af44-2245caeea668,Mark Rogers,e1e5ec55-1f3e-41ae-87a7-7f42d5b99d78,Table,Furniture,Internet Banking,6,292.35,2022-04-07 12:04:22,Canada,Calgary,Amazon,27a82eb7-e613-4060-9bb1-8411564711be,N,Payment gateway timeout
4f685267-9e10-418a-b59f-899395a54a62,f7da377f-927e-4a6a-9aef-f0f3c7f3d1e2,Tyrone Valdez,6fad1f9a-987b-459b-9ee2-06b3874fa622,Basketball,Sports,UPI,8,12.26,2023-07-14 13:04:34,Canada,Vancouver,Amazon,816b3f67-8152-4143-9923-2c2333985731,Y,
b434cb0b-5a3e-480b-890d-54b3f8c613fb,30253936-3344-4eb4-ab8b-7e989944ec0c,Michael Schmidt,8162ca15-88c4-4220-9dc3-d6f87519f26d,Textbook,Books,UPI,6,270.47,2022-07-31 20:41:07,Australia,Perth,Amazon,05a0fd1e-b402-4aa0-bce4-6588fd1e1214,N,Incorrect OTP
942ec804-7d65-4114-a4ec-7966a1dfc84b,56a9d460-e459-4836-bb96-acedf7949735,Stephen Shannon,6276339c-4d5d-40b1-8779-65271771ac8b,Headphones,Electronics,Wallet,1,222.66,2024-06-10 01:32:14,Australia,Adelaide,Flipkart,b8f2a538-5f8d-43c9-bd8b-59408034533e,N,Wallet account blocked
ee0e1b8b-f8cc-40a3-893e-bc2d10dd0d21,7d20517e-c795-43f4-909b-4fb6fdd4ca03,Angela Dean,6d37e618-da4c-42c3-a2bd-140c46ee75b3,Bed,Furniture,UPI,5,122.3,2020-08-28 16:48:07,UK,London,eBay,4d47c7ed-9ee5-4e25-b7e3-55917458a581,Y,
f039e491-2681-40d4-b2a8-ed3dd5fc1dcd,b441e941-7c35-4a22-897e-87f2f47f036d,Crystal Guzman,aa82e26d-ea16-48a7-9671-1ebb2d5e6916,T-shirt,Clothing,UPI,9,360.13,2024-05-20 08:14:19,South Africa,Johannesburg,Amazon,23f5f7f4-7ab2-453a-a1b7-fd7223aacfa7,Y,
dd2231c4-f45d-43af-8fbd-af59fa49fb49,eaaa6cd3-b02d-432f-a51c-fa61f650fac9,Joshua Bennett,f48122e5-0e37-4bb1-8f24-1a1454f575de,Jacket,Clothing,UPI,8,200.5,2021-09-19 08:37:22,UK,Birmingham,eBay,eeb95a64-c4a1-4ec4-91b0-c5a22c3fe15b,N,Incorrect OTP
96a567b4-b963-4014-8602-3d0557c155ce,97a6d237-3220-4e73-a5bf-2329faf75e1c,Patrick Bryant,3b89b69f-d3db-48be-83dc-e3b086882e0b,Textbook,Books,UPI,7,440.57,2022-05-16 19:28:46,Germany,Frankfurt,Flipkart,86829b62-b0c4-4f74-8e0a-07c606e36af2,Y,
6c5f8d85-2003-4266-b695-db4459d57e6e,56e82741-0fa5-404a-bc3c-33a44d1cd9a3,Peter Noble,c14f87d4-1a06-462f-8daa-2e25916aaf41,Milk,Grocery,Internet Banking,2,43.79,2022-06-21 11:07:08,Canada,Toronto,Amazon,aa39a59c-7262-4f6b-a165-59ab76c3b7df,N,Incorrect login credentials
bb5bd643-5887-4d83-bdd8-b832222ea6b8,8c1226bb-6445-4bad-b913-03b5f4713fc2,Mary Smith,e0b2b315-3ba3-4d4a-9419-25d820822829,Eggs,Grocery,Wallet,9,204.03,2023-08-30 19:40:43,France,Nice,eBay,784038ea-2e3b-4037-ab45-17de9d3eaa16,N,Insufficient balance in wallet
970347fe-3c88-4aa0-97c0-407937c18869,4ac04a43-80d0-4c99-bd77-491621a1207e,John Callahan,2e764bac-fffb-47d2-89ff-c514f94ed9e1,Textbook,Books,Wallet,7,462.28,2021-06-22 01:30:09,South Africa,Johannesburg,eBay,fe9ef55e-9b78-404f-895e-ee07baa20c21,Y,
072b292e-f673-494c-aff8-43474b593d64,c697cdee-23a2-4f8e-b9ea-9b8ab08b4d37,Mark Myers,60c5713d-3dc2-4ba8-8555-0dea67a0eb51,Vegetables,Grocery,UPI,9,193.76,2024-06-28 15:28:20,Canada,Toronto,Amazon,7bf47c50-b601-4807-951f-5698b9202cc8,Y,
dbf8c8f5-3cbe-46db-9a32-d0fd783b672d,bb6ee9e7-77c4-4cbd-ad57-c3cb8e76129c,Wendy Boone,48cf40d3-708e-433a-9acc-28bf91a1b2a2,Dress,Clothing,Wallet,5,73.15,2022-07-31 21:42:52,Japan,Sapporo,Flipkart,cc12281a-4945-4f70-8f09-912f8cdc416d,N,Wallet account blocked
3b673742-b95c-40db-8c2f-1fbc26423aac,97f70c17-9e38-4eef-b9a1-9fde4737ca82,Penny Huynh,4d3699e4-9eb8-4c6c-943b-e6ddfa3f9928,Fruits,Grocery,Internet Banking,2,335.79,2024-03-19 03:26:31,Canada,Calgary,Myntra,48f88fbd-4fba-4d96-ad6a-a62666e6b755,Y,
4a336e09-6539-4b97-b437-60b93b3f7d57,5d5f17d7-fb54-4ec3-bc90-3ffda3834860,Jennifer Murray,9fa8fa86-e5d7-4fc2-89cb-23b5e97976b3,Fruits,Grocery,card,3,214.52,2020-03-14 23:38:13,India,Bangalore,Meesho,00b8e232-2621-4400-98d1-36c8df18789e,Y,
b2ef06b0-a4a3-4e3a-b381-77ad2abf3796,5ba21811-59e2-4937-b8a3-8180dbd8e86d,Patricia Davis,e10ea818-5816-4c60-9386-9590d7c01bd2,Tennis Racket,Sports,UPI,3,414.93,2020-02-08 11:28:56,Japan,Nagoya,Flipkart,caad6974-633a-4d2e-80e1-a50cc72b222d,Y,
41c9f968-88b9-499b-846b-1a861385a3cc,995ed626-de41-4422-aa4a-7b89a7708a4d,Tanya Knapp,2c208eee-07e1-4211-a444-93d621e7d8b4,Table,Furniture,UPI,9,404.23,2021-03-08 07:55:40,South Africa,Cape Town,Myntra,60cdfb73-22c3-4604-a9ef-ca3c373ea086,N,Incorrect UPI ID
536b0adb-d35b-4e67-a781-4fbae6aab49a,6106da4c-103e-48d5-a7d6-da2c26816eea,Gregory Hoffman,a99b68cd-5021-4113-adbc-85694add8b45,Tablet,Electronics,UPI,4,396.14,2022-06-23 12:57:35,India,Hyderabad,eBay,1f1cb27d-a0c6-4903-90ee-9b767bc45339,Y,
87697f6a-94bc-4399-938d-a1985610a8b6,b5b76d28-1352-4d1b-9b39-b04f9f1302ac,Ronald Yang,1fd2c301-8d59-4bf5-b4a6-4219fcddfa57,Basketball,Sports,card,8,246.66,2021-05-03 09:35:19,India,Bangalore,eBay,f564e0b8-e2b7-43a2-a536-f2838b6af2c6,N,Invalid card details
bbb6f7a1-7567-45e5-8fc1-f69cd3aabf7d,2b39a829-5623-4b84-8b52-500fd49bd753,Michelle Schneider,1c995351-b97d-4aa6-9a16-050af61c5f7f,Fruits,Grocery,Unknown,0,0.0,2024-02-25 02:22:20,Unknown,Unknown,Flipkart,7fd45740-8897-4c12-a696-b88b5cd6c101,Y,
044ab1bc-5e1b-449e-a308-284aaf2e6f30,7e06f15b-07d1-49a9-b41b-b8241bce8ffb,Thomas Carter,70b82587-91a2-4b68-8354-2465d2eb264a,Camera,Electronics,Wallet,8,106.23,2023-08-04 00:23:26,Canada,Montreal,Amazon,ce2e81ff-c1ed-4384-9713-bf78206a0caa,N,Insufficient balance in wallet
d717e59a-8b24-41c0-8611-55028e9d8223,f1e31f3a-8dca-4f2d-b9b2-4aacb9c9d8d9,Brandon Williams Jr.,24c24fa0-6d7a-4eb7-8c52-4fc183efc3b9,Comics,Books,Internet Banking,3,412.94,2021-12-24 21:28:17,Germany,Frankfurt,Meesho,d8de44e1-e48b-49a5-b48b-e99f55fcb0b7,Y,
26d5de21-7c0a-432c-9796-2bc1abf73a84,1768221f-a240-409c-84bf-26759175c783,Daniel Ramsey,283eebdf-3e85-4984-8dc3-20a9ade027d3,Bread,Grocery,UPI,4,470.16,2020-10-07 21:10:33,Canada,Ottawa,eBay,7f4e8592-e3dd-4211-9ff0-bf6045e725b8,N,Incorrect OTP
9c9c0135-0356-4c8a-a636-b8d8e32dc3ee,a3c262d7-fc7b-403f-b598-0c8ae02b049b,Matthew Evans MD,af3f30a4-fd05-4994-98f7-2d2182890d1c,Biography,Books,card,3,175.45,2021-03-22 12:09:49,Germany,Stuttgart,Myntra,6ce102bb-10fd-40af-adb0-d7638a659687,N,Insufficient funds
f1d6e7b8-1277-45df-9f48-083bdb0c5209,ea00eea5-cd70-43bb-99a3-f6604af4dc98,Sharon Zimmerman,850bb56b-38c5-4481-a21d-66bf402f598d,Dress,Clothing,Internet Banking,2,249.38,2023-04-18 21:34:23,Canada,Montreal,Amazon,852a562b-e884-44b9-8477-f9cc96a94e70,Y,
